localization,geology,utm_x,utm_y,date,conductivity,T_avg,pH,TOC,alkalinity,DO,ORP,eH,NH4,Cl,SO4,NO3,PO4,Br,F,Ca,Mg,Na,K,Fe,Si,Al,S,P,Li,Be,B,Sc,Ti,V,Cr,Mn,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Cd,Sn,Sb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Tl,Pb,Bi,Th,U,del_18O,del_2H
Kidzumbani,P,546066,9506825,2016-06-10T00:00:00Z,210,27.9,6.32,1.54,79.32600000000001,7.58,51.2,271.2,0,14.430118180367941,2.340561752736238,20.753635511808177,0.02701307368421053,0.124,0.021279761423703077,21.451999999999998,2.3808000000000002,9.4543,0.4988,0.0252,12.696000000000002,-0.1142,0.6856,1e-4,1.266,0.79990000000000006,59.25,1.085,0.79990000000000006,1.491,1.011,9.138,0.79990000000000006,1.181,0.79990000000000006,14.69,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.196,57.61,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,181.8,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.199,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.2469325236685433,-6.645856602614394
Gongonda,P,545183,9505295,2016-06-10T00:00:00Z,112,27.6,5.25,1.155,30.51,5.35,111.9,331.9,0,12.54566904419192,4.342887472473424,6.5995419823138635,0.032515736842105264,0.07,0.014714267777936862,2.6484,1.298,12.053,1.3154,0.0295,16.218999999999998,-0.0972,1.1891,-0.0243,1.213,0.79990000000000006,38.19,1.855,0.79990000000000006,1.08,0.79990000000000006,34.25,0.79990000000000006,0.79990000000000006,0.79990000000000006,32.88,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,2.753,18.13,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,44.83,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,2.07,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.7009381350588257,-9.38775837178781
Gongonda,P,545183,9504596,2016-06-10T00:00:00Z,325.3,28.9,6.48,1.734,189.162,2.16,23.3,243.3,0.5,8.28113668482884,6.5155670903355025,9.933729369913612,0.026012589473684213,0.061,0.041458039770526735,54.131,1.5021,7.614800000000001,1.8494,0.0094,13.713999999999999,-0.0452,1.9649,0.0134,2.196,0.79990000000000006,31.44,0.859,0.79990000000000006,1.171,0.79990000000000006,16.47,0.79990000000000006,0.79990000000000006,0.79990000000000006,21.93,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,5.001,197.6,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,31.38,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.507,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.606101984036308,-9.370140744855206
Milalani-Nimbodze kwa Mwabiti,Pls,550222.82710600004,9505934.2905400004,2016-06-10T00:00:00Z,592,28.7,6.63,1.506,286.79400000000004,3.43,52.8,272.8,0,15.008373431842754,6.4735997924303375,4.506171798486174,0.014006778947368419,0.048,0.05065435798702668,100.94,3.4955000000000003,14.063,4.6962,-0.0369,8.956199999999999,-0.0771,2.0312,-0.0177,6.053,0.79990000000000006,28.46,0.79990000000000006,0.79990000000000006,1.052,1.702,0.924,0.79990000000000006,1.122,5.862,22.73,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.557,3.192,230.9,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,89.78,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.924,0.79990000000000006,0.79990000000000006,0.79990000000000006,-1.4013316210465476,-2.8119791191937673
Milalani,Pls,550474.36,9505951.4499999993,2016-06-10T00:00:00Z,589,28.4,6.53,1.561,433.242,5.2,25.5,245.5,0,12.990636633727144,0.29174297101970476,1.3975988947756772,0.04802324210526315,0.07,0.14301727538736003,135.96,3.3778,5.745,0.5316,-0.0045,24.531,-0.0279,0.043800000000000006,-0.0641,3.831,0.79990000000000006,26.88,3.703,0.79990000000000006,1.92,1.417,1.754,0.79990000000000006,1.459,0.79990000000000006,20.62,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.907,229.3,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,176,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,2.486,0.79990000000000006,0.79990000000000006,0.79990000000000006,-3.101737599439371,-12.130773870764221
Mwaembe,Plc,552599,9504894,2016-06-15T00:00:00Z,740,30,6.77,2.024,292.896,3.2,58.7,278.7,0,31.35913658690487,14.637403984419322,3.4715461438887267,0.02301113684210526,0.138,0.23927876348225166,108.94999999999999,9.1661,22.667,2.5441000000000003,0.0418,12.099,0.0421,4.8427,-0.0034000000000000002,4.521,0.79990000000000006,37.95,1.483,0.79990000000000006,1.158,1.313,4.497,0.79990000000000006,2.127,1.037,16.66,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.382,539.3,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,87.88,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,2.47,0.79990000000000006,0.79990000000000006,1.474,-3.0234154180475326,-12.043147233746213
Kisimachande,Plc,552978,9505602,2016-06-10T00:00:00Z,666,30.1,6.62,1.891,378.324,3.38,-9.1,210.9,0,22.352344126417826,10.79748685248526,4.473245341489488,0.01750847368421053,0.163,0.15079643792965317,112.30000000000001,5.6575,18.264,1.5198,0.0057,9.5902,-0.0441,3.2854,0.0032,2.888,0.79990000000000006,31.41,0.79990000000000006,0.79990000000000006,1.212,0.79990000000000006,0.929,0.79990000000000006,1.234,3.152,104.8,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.995,390.7,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,51.83,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.344,0.79990000000000006,0.79990000000000006,1.093,-2.5490154192910244,-9.708492288119174
Gazi Mezea,Plc,556127.47059299995,9511202.1460699998,2016-06-14T00:00:00Z,1040,29.1,6.65,1.371,360.01800000000003,1.05,31.2,251.2,1.2,57.31224114553051,31.252082201499643,64.66042922180773,0.01650798947368421,0.211,0.14710860749294255,138.82999999999998,6.8067,48.719,10.133000000000001,0.0223,9.1629,0.0567,9.9931,-0.031,4.513,0.79990000000000006,42.8,0.882,1.086,1.745,0.875,1.731,0.79990000000000006,2,4.627,15.6,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,6.871,453.5,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,111.8,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.51,0.79990000000000006,0.79990000000000006,1.694,-2.7110541373563373,-9.673253553986017
Gazi shallow well,Plc,555458,9511249,2016-06-11T00:00:00Z,890,28.8,7.03,3.814,396.63,5.57,-69.4,150.6,0,34.945494913169235,31.792857229471327,6.095554280535628,0.014507021052631578,0.157,0.090091507064532,104.49,4.6579999999999995,31.634999999999998,48.556999999999995,0.0643,7.6869,-0.0138,10.087,0.008400000000000001,3.97,0.79990000000000006,44.93,0.79990000000000006,0.79990000000000006,2.342,0.958,9.231,0.79990000000000006,1.353,1.019,21.23,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.314,7.765,319.4,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,79.31,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.834,0.79990000000000006,0.79990000000000006,1.125,-2.692199513308772,-9.743337624526188
Marigiza - Baa Kanda (Voroni),Plc and Pls,552159,9507775,2016-06-14T00:00:00Z,610,30.7,6.71,1.443,292.896,3.25,-3.3,216.7,0,31.870627413293096,2.1198528190423978,18.21798353027243,0.029014042105263156,0.125,0.11957947581733551,102.91,3.1264,8.1187,1.2837,0.0639,15.747,0.0688,0.6334,0.023700000000000002,7.492,0.79990000000000006,28.87,2.018,4.197,1.592,0.79990000000000006,4.042,0.79990000000000006,1.413,13.56,239.1,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,3.437,193.8,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,174.4,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.659,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.700220798141612,-9.260902549915118
Vingujini opp Msambweni Police,Plc,553711,9507720,2016-06-13T00:00:00Z,1010,29.8,6.78,4.096,372.222,1.36,-180.9,39.099999999999994,0.8,97.36550129803292,15.945992545689245,0.3077671987012064,0.021510410526315787,0.332,0.1684101337447511,107.92999999999999,15.596,61.969,6.0585,2.1193999999999997,11.608,-0.0367,5.2047,0.08959999999999999,4.523,0.79990000000000006,73.05,1.353,0.993,1.313,0.79990000000000006,467.4,0.79990000000000006,1.684,2.803,36.7,0.79990000000000006,0.79990000000000006,2.131,0.79990000000000006,2.713,467,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.903,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,716.8,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,2.473,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.8775264499559214,-10.705255657810728
Madzi Kuko Centre,P,553617,9514886,2016-06-08T00:00:00Z,253.9,27.6,7.18,1.408,122.04,7.08,-25.8,194.2,0,7.302294763503975,3.0877967837759535,3.055483880109292,0.01150556842105263,0.09,0.08940330532700959,30.423000000000002,2.8520000000000003,11.611,7.2299999999999995,0.045700000000000005,6.9994,-0.1275,1.0117,-0.0585,0.79990000000000006,0.79990000000000006,54.01,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,16.57,0.79990000000000006,0.79990000000000006,0.79990000000000006,7.888,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,15.79,125,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,44.68,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-1.9742614423180878,-6.6304168755553565
Bumamani,P,550662,9515387,2016-06-08T00:00:00Z,41.3,27.6,6.11,1.358,36.612,5.61,93.8,313.8,0,7.130718434726028,1.5523598777826124,0.7726734637055135,10,0.036,0.01165453283462128,6.6394,0.8238,5.7638,0.7985,0.0043,7.2628,-0.1005,0.4251,0.0057,0.79990000000000006,0.79990000000000006,30.19,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,7.044,0.79990000000000006,0.79990000000000006,0.79990000000000006,20.77,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.992,25.45,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,11.48,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.043,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.403030012493077,-7.706428839557524
Vumbu,P,548738,9513218,2016-06-15T00:00:00Z,650,28.3,6.69,1.774,256.28400000000005,1.01,-92,128,0,13.771366314738044,14.951777246853881,0.2291539411390839,0.029014042105263156,0.076,0.20801364673002914,80.282,16.973,17.998,9.1127,0.1646,14.001,0.0777,4.5131,0.0116,4.441,0.79990000000000006,41.59,2.024,4.082,0.79990000000000006,1.486,110.6,0.997,3.829,1.292,25.94,0.79990000000000006,0.79990000000000006,1.794,0.79990000000000006,25.37,489.3,1.672,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,374.6,0.79990000000000006,1.319,0.79990000000000006,0.981,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.93,0.79990000000000006,0.79990000000000006,1.151,-3.124165472744459,-12.259818943158013
Sala center,Plc,554961,9512719,2016-06-16T00:00:00Z,610,29.2,6.72,2.111,317.30400000000003,2.13,-42.6,177.4,0,18.98654066328021,13.78291857586848,2.104132767887231,0.019009199999999997,0.083,0.14265776075240116,107.69999999999999,6.4578999999999995,25.240000000000002,2.0353,0.0825,13.952,0.0769,4.1237,0.018600000000000002,5.255,0.79990000000000006,51.33,1.636,3.096,0.998,1.42,3.666,0.79990000000000006,1.497,2.833,196.4,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,2.021,428.8,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,62.52,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.156,-2.638109653310532,-9.351994635359873
Fihoni Primary School,Pls,553622.68045900005,9513613.6052000001,2016-06-16T00:00:00Z,180,30.5,7.21,2.624,85.428,2.96,-56.8,163.2,0,10.079806064304721,9.235890847426457,3.7063948962612967,10,0.055,0.051353740488999246,27.895,0.9235,8.8812,1.0611,0.0356,6.2187,0.019799999999999998,2.7589,0.029099999999999997,0.79990000000000006,0.79990000000000006,13.49,0.79990000000000006,2.091,0.79990000000000006,0.79990000000000006,9.121,0.79990000000000006,0.801,1.103,67.05,0.79990000000000006,0.79990000000000006,1.204,1.572,3.113,84.53,0.79990000000000006,0.79990000000000006,0.79990000000000006,4.554,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,22.49,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.175797308302074,-5.846324008796672
Fihoni Chief's camp,Kambe limestones,553502,9513527,2016-06-16T00:00:00Z,590,30.6,7.23,1.981,244.08,0.84,-96.7,123.3,0,31.38701355629478,31.964629588107236,0.2424361727676051,0.06503147368421053,0.139,0.1777336385728726,39.300000000000004,8.2379,31.419999999999998,2.0298,0.0322,16.102,-0.0648,6.175199999999999,0.0368,4.804,0.79990000000000006,47.8,2.359,0.79990000000000006,1.675,0.79990000000000006,41.81,0.79990000000000006,0.801,0.79990000000000006,20.62,0.79990000000000006,0.79990000000000006,1.331,0.79990000000000006,1.728,258,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,63.98,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-3.0727913632171235,-12.386818323927425
Kinondo,Plc,558317,9514870,2016-06-11T00:00:00Z,3300,28.9,6.97,173.3,292.896,3.6,-221,-1,0,810.7665013571981,110.64417589342214,5.749837146318057,0.024011621052631577,3.367,0.1257829733191012,127.59,44.581,391.55,11.739999999999998,0.0267,9.7111,-0.056100000000000004,33.074,-0.0444,10.41,0.79990000000000006,121.8,0.79990000000000006,0.79990000000000006,8.988,3.199,11.64,0.79990000000000006,2.021,1.248,28.6,0.79990000000000006,0.79990000000000006,3.339,2.793,4.852,670.5,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,93.31,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.853,0.79990000000000006,0.79990000000000006,0.989,-2.5764604889675145,-9.70299180269054
Kinindo Amani Mosque,Pls-Plc,557947.94567299995,9515640.2273200005,2016-06-11T00:00:00Z,980,29.2,6.73,3.169,360.01800000000003,3.68,-9.4,210.6,0,99.85308112124144,8.563420679175499,1.7215272111946633,10,0.45,0.08630094832071254,130.23,6.550700000000001,38.986999999999995,1.6179999999999999,0.004200000000000001,5.735099999999999,-0.0736,2.5692,-0.0263,2.568,0.79990000000000006,37.04,0.79990000000000006,0.79990000000000006,2.036,0.79990000000000006,2.408,0.79990000000000006,1.527,0.79990000000000006,41.4,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.413,301.7,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,38.92,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.049,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.6622854270174927,-8.827968657557712
Makongeni Bandani,Plc,557677.254479,9514009.9774699993,2016-06-14T00:00:00Z,475,30.1,6.97,1.247,323.406,1.77,-21.1,198.9,0,1241.2111177984925,166.69589848900733,0.016307350687344166,0.04051961052631578,4.698,0.20597487893605912,131.62,89.306,655.54,28.615,0.052,8.6963,0.0188,52.476,0.0829,15.75,0.79990000000000006,210,1.274,4.101,13.86,1.665,2.596,0.79990000000000006,2.627,8.857,86.11,0.79990000000000006,0.79990000000000006,6.86,4.288,10.67,929.8,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,69.94,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.695,0.79990000000000006,0.79990000000000006,0.79990000000000006,-1.8567467282903698,-5.607378049067886
Mivumoni Secondary School (BH),Sandstones,544475,9511782,2016-06-15T00:00:00Z,260,29.1,5.66,1.855,61.02,1.75,64.2,284.2,0,22.185738673789572,22.610999827772897,9.183002279662272,0.08804261052631578,0.114,0.09654164706643864,2.8136,3.6298000000000004,35.480999999999995,2.8455999999999997,0.0651,29.704,-0.0603,7.1103000000000005,0.035500000000000004,7.936,0.79990000000000006,69.5,5.63,0.79990000000000006,3.796,0.79990000000000006,92.95,2.125,3.73,1.175,33.83,0.79990000000000006,0.79990000000000006,1.238,0.79990000000000006,5.334,34.32,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,87.58,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.347,0.79990000000000006,0.79990000000000006,0.79990000000000006,-3.059900430691398,-11.602614060456162
Mivumoni,Sandstones,544153.13442400005,9514042.5704299994,2016-06-09T00:00:00Z,66.4,27.8,6.4,1.498,207.46800000000002,1.72,-134.3,85.69999999999999,0.2,25.89033052363363,26.96057470481841,0.38001184984770275,0.272631947368421,0.587,0.1999229154860222,22.570999999999998,13.196000000000002,67.395,3.9398,0.7787,19.313,-0.0856,8.6658,0.2602,13.41,0.79990000000000006,89.36,2.618,0.79990000000000006,3.419,0.79990000000000006,186.7,0.79990000000000006,0.79990000000000006,0.79990000000000006,154.3,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,3.396,163,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,148.6,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.812,0.79990000000000006,0.79990000000000006,0.79990000000000006,-3.152662770149523,-11.563341348983927
Amka village,Sandstones,545486.56037600001,9515662.3585199993,2016-06-15T00:00:00Z,630,27.2,6.62,1.429,317.30400000000003,1.07,-178.7,41.30000000000001,0,25.557487330850417,24.51536913172759,0.34943915564011074,0.04602227368421052,0.142,0.060152410276508764,48.475,15.114,60.193000000000005,4.7141,5.702,22.445,0.0139,7.984,0.1749,16.27,0.79990000000000006,77.03,4.029,1.957,3.985,0.79990000000000006,73.55,0.79990000000000006,0.877,0.871,61.01,0.79990000000000006,0.79990000000000006,1.025,0.79990000000000006,4.137,170.8,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,147.1,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.394,0.79990000000000006,0.79990000000000006,0.79990000000000006,-3.157298587552434,-13.07313662570294
Maphombe Primary,Sandstones,537002.44391499995,9514383.2209699992,2016-06-09T00:00:00Z,65.7,29.1,6.4,NA,195.264,1.55,0.7,220.7,0,192.38990500059742,49.97225787632345,4.8504445196089225,0.1770857052631579,0.756,0.19098169723896674,31.949,24.727999999999998,140.29999999999998,4.5799,0.0722,33.403,-0.12409999999999999,15.87,0.0201,13.55,0.79990000000000006,188.3,6.678,0.79990000000000006,6.469,0.79990000000000006,267.5,0.79990000000000006,2.584,4.387,148.1,0.79990000000000006,0.79990000000000006,1.208,0.79990000000000006,4.83,249.7,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,121.1,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.867,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.97183503511763,-12.712476264334136
