localization,geology,utm_x,utm_y,date,conductivity,T_avg,pH,TOC,alkalinity,DO,ORP,eH,NH4,Cl,SO4,NO3,PO4,Br,F,Ca,Mg,Na,K,Fe,Si,Al,S,P,Li,Be,B,Sc,Ti,V,Cr,Mn,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Cd,Sn,Sb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Tl,Pb,Bi,Th,U,del_18O,del_2H
Marigiza - Baa Kanda (Voroni),Plc and Pls,552159,9507775,2016-03-08T00:00:00Z,638,31.2,6.79,0.475,262.386,5.54,28.2,248.2,0,32.80687222838427,2.1095826988249016,13.827596616389252,0.021455,0.1,0.11944411474152068,104,3.4931,9.6822,1.7585000000000002,0.0504,15.361,0.09639999999999999,0.7502,0.019799999999999998,8.17,0.79990000000000006,37.86,1.446,1.567,2.32,0.79990000000000006,3.108,0.79990000000000006,0.91,9.224,122.5,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,3.106,215.8,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.831,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,163.9,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.844,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.6401415784952156,-9.714554526695672
Vingujini opp Msambweni Police,Plc,553711,9507720,2016-03-05T00:00:00Z,1156,29.9,6.79,0.862,298.99800000000005,0.6,-159.4,60.599999999999994,0,61.1352282502595,10.500423180423319,0.22625155188133872,0.015325,0.223,0.1449110183454783,113.34,16.347,74.479,6.471,2.5899,11.186,0.1525,6.808999999999999,0.09459999999999999,5.752,0.79990000000000006,85.27,0.809,1.334,1.689,0.79990000000000006,503.4,0.79990000000000006,2.28,2.502,39.72,0.79990000000000006,0.79990000000000006,2.59,0.79990000000000006,3.295,488.6,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,796.6,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.81,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.8155632967730475,-10.204857862079079
Madzi Kuko Centre,P,553617,9514886,2016-03-02T00:00:00Z,278,31,6.96,0.711,158.65200000000002,1.72,-75.1,144.9,0,6.50193570102733,2.8030156938117265,0.3243833662304848,0.009195,0.048,0.08428932897542152,33.042,2.8881,12.027000000000001,3.3354,0.1797,6.8351,0.0376,0.9504,5e-4,0.79990000000000006,0.79990000000000006,60.68,0.79990000000000006,0.79990000000000006,1.003,0.916,107.2,0.823,1.055,9.409,8.733,0.79990000000000006,0.79990000000000006,2.688,0.79990000000000006,6.782,160.7,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,80.5,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.154074945435982,-7.467010615699568
Bumamani,P,550662,9515387,2016-03-03T00:00:00Z,79.3,28.8,5.73,0.873,24.408,2.19,83.3,303.3,0,7.346420304907239,1.450757060491947,0.26825334037665677,0.015325,0.042,0.012575600209571495,6.3939,0.7481,5.9685999999999995,0.74,-0.0133,6.943700000000001,-0.0213,0.477,-0.0191,0.79990000000000006,0.79990000000000006,34.4,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,28.27,0.79990000000000006,0.79990000000000006,15.06,41.99,0.79990000000000006,0.79990000000000006,1.656,0.79990000000000006,0.97,24.2,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,15.68,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.450930477832831,-8.435663238261242
Vumbu,P,548738,9513218,2016-03-09T00:00:00Z,681,28.9,6.61,0.826,353.916,0.5,-27.6,192.4,0,13.838333763878886,16.000536240550797,0.6808553255592036,0.021455,0.369,0.21348500783604799,77.932,17.787,18.782,9.3027,0.0536,13.689,0.058399999999999994,4.851500000000001,-0.0102,5.612,0.79990000000000006,52.55,1.15,2.365,1.494,0.852,68.67,0.79990000000000006,3.351,1.547,21.06,0.79990000000000006,0.79990000000000006,0.801,0.79990000000000006,27.9,505.8,5.663,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,416.4,2.747,8.233,1.351,6.395,1.145,0.79990000000000006,1.023,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,3.2,0.79990000000000006,0.79990000000000006,1.312,-3.1106757396754117,-12.1357315778174
Sala center,Plc,554961,9512719,2016-03-03T00:00:00Z,710,29.1,6.73,0.532,353.916,1.87,-9.1,210.9,0,18.02387738908632,12.11376587456548,1.2443109901297205,0.058234999999999995,0.042,0.1104161726902544,101.11000000000001,6.231999999999999,23.461,2.12,0.0462,13.285,0.0677,3.8411,-0.0283,5.778,0.79990000000000006,59.23,1.729,1.54,1.519,0.79990000000000006,2.901,0.79990000000000006,0.79990000000000006,5.308,99.19,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.959,404,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,65.85,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.227,-2.5644877602134257,-9.594379797578931
Fihoni Primary School,Pls,553622.68045900005,9513613.6052000001,2016-03-03T00:00:00Z,129.8,31.3,6.63,0.714,48.816,0.71,128.2,348.2,0,5.763822238986712,9.366140269689282,1.0932855505398977,0.027585,0.037,0.0539941883681662,13.49,0.6523,7.459,1.0872,0.5827,6.798,0.0317,2.9549,0.059899999999999995,0.79990000000000006,0.79990000000000006,16.96,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.81,24.78,0.79990000000000006,0.79990000000000006,4.716,33.2,0.79990000000000006,0.79990000000000006,6.192,1.91,2.701,42.11,0.79990000000000006,0.79990000000000006,0.79990000000000006,6.133,0.79990000000000006,0.827,0.79990000000000006,0.79990000000000006,23.11,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-1.9039568154337116,-4.860740175852292
Fihoni Chief's camp,Kambe limestones,553502,9513527,2016-03-03T00:00:00Z,846,29.8,7.06,0.421,262.386,0.63,-148.4,71.6,0,55.82758254708292,48.20401487225277,0.037237287042912535,0.10421000000000001,0.24,0.17152623211028845,63.43600000000001,23.169,59.277,4.0496,0.1836,24.045,0.062,15.3,-0.0143,13.38,0.79990000000000006,84.27,3.659,2.354,1.785,0.79990000000000006,32.9,0.79990000000000006,0.79990000000000006,2.54,12.21,0.79990000000000006,0.79990000000000006,4.737,0.79990000000000006,3.205,650.8,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,98.01,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.9555483693118614,-11.365940310452439
Kinondo,Plc,558317,9514870,2016-03-08T00:00:00Z,3594,28.5,6.96,0.581,298.99800000000005,2.86,-23,197,0,611.9698333420018,79.60093895524285,5.388235109923987,0.01226,3.191,0.15691957886624383,126.43,45.66499999999999,413.89000000000004,11.813,0.0824,9.1607,0.18409999999999999,33.128,-0.0113,11.17,0.79990000000000006,128.5,0.79990000000000006,0.835,4.906,1.171,17.85,0.79990000000000006,1.307,2.595,19.3,0.79990000000000006,0.79990000000000006,2.004,1.396,5.176,662.6,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,99.41,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.137,-2.547007233396752,-8.63993247229155
Kinindo Amani Mosque,Pls-Plc,557947.94567299995,9515640.2273200005,2016-03-08T00:00:00Z,967,29.3,6.7,1.089,335.61,1.83,-121.8,98.2,0,91.54681173628724,7.7442633921656565,1.7011243927409219,0.009195,0.801,0.09668805110308834,131.51999999999998,7.239,40.501,1.6148000000000002,0.1753,5.887700000000001,0.0774,2.4265,0.0504,2.905,0.79990000000000006,45.47,0.79990000000000006,0.79990000000000006,1.412,1.71,8.171,0.79990000000000006,1.27,1.716,97.97,0.79990000000000006,0.79990000000000006,0.931,0.79990000000000006,1.743,299.1,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,49.68,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.552243702599074,-8.78301564579534
Makongeni Bandani,Plc,557677.254479,9514009.9774699993,2016-03-08T00:00:00Z,4409,29.7,6.87,0.802,298.99800000000005,1.76,-8.2,211.8,0,1069.5833528929072,151.16865021864967,0,0.052105000000000005,4.135,0.2232313573126838,111.44,73.414,580.71,25.41,-0.016999999999999998,8.528,0.1101,49.120999999999995,0.011800000000000001,15.93,0.79990000000000006,220.2,0.79990000000000006,0.79990000000000006,6.427,0.79990000000000006,1.486,0.79990000000000006,1.158,5.895,101,0.79990000000000006,0.79990000000000006,3.334,3.316,9.657,774.6,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,63.57,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-1.6822875151686116,-5.030088168526757
Mivumoni Secondary School (BH),Sandstones,544475,9511782,2016-03-09T00:00:00Z,252.5,29.9,5,0.346,61.02,1.98,31.9,251.9,0,10.098980317678292,11.831560633707378,4.281742213528125,0.064365,0.065,0.06436700627955771,2.8593,3.7043,37.531,2.9493,0.1116,29.900000000000002,0.0157,7.5616,0.0765,9.454,0.79990000000000006,82.42,3.783,3.094,2.196,0.79990000000000006,105.1,2.357,4.141,1.217,42.92,0.79990000000000006,0.79990000000000006,1.159,0.79990000000000006,5.313,33.54,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,97.54,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.989,0.79990000000000006,0.79990000000000006,0.79990000000000006,-3.02017204652993,-12.11503246581873
Mivumoni,Sandstones,544153.13442400005,9514042.5704299994,2016-03-09T00:00:00Z,666,30.2,6.63,1.199,262.386,0.83,-133.4,86.6,0,28.55168910752763,26.26057421955001,0.5060527611224199,0.07969,0.464,0.1808095832689629,30.134,18.331,73.92999999999999,4.8163,0.7432,18.545,0.0746,8.6243,0.2115,22.01,0.79990000000000006,99.15,2.017,2.386,1.948,2.495,271.6,0.79990000000000006,1.033,1.59,167.2,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,4.283,274.9,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,228.5,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.9723643886989612,-11.71542036413156
Amka village,Sandstones,545486.56037600001,9515662.3585199993,2016-03-09T00:00:00Z,499,27.8,6.42,0.896,213.57000000000002,0.46,-92.2,127.8,0,16.305171879972605,23.999685865062133,1.2354252517080784,0.31262999999999996,0.762,0.11978950906072124,37.381,12.058,45.385999999999996,4.587899999999999,0.3578,22.113999999999997,0.0749,7.8857,0.2092,12.14,0.79990000000000006,83.63,2.405,3.096,2.358,0.79990000000000006,31.22,0.79990000000000006,1.453,3.223,142.1,0.79990000000000006,0.79990000000000006,1.189,0.79990000000000006,4.449,138.8,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,141.4,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.027,0.79990000000000006,0.79990000000000006,0.79990000000000006,NA,NA
Maphombe Primary,Sandstones,537002.44391499995,9514383.2209699992,2016-03-10T00:00:00Z,1072,30.4,6.3,0.77,128.14200000000002,1.65,11.6,231.6,0,187.99218374426323,50.315478015423665,3.3578526251107186,0.162445,1.516,0.19476382789182295,26.941000000000003,22.771,141.11,4.7433,0.0738,33.768,0.0343,15.959000000000001,0.044700000000000004,12.93,0.79990000000000006,210.2,4.779,4.446,2.841,0.79990000000000006,200.6,0.79990000000000006,2.264,4.63,58.05,0.79990000000000006,0.79990000000000006,0.917,0.79990000000000006,4.751,215.9,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,102.4,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.913,0.79990000000000006,0.79990000000000006,-2.9307607780674285,-12.473420642517725
Gazore,Sandstones,539992.74992600002,9512399.8661199994,2016-03-10T00:00:00Z,685,29.1,6.36,1.123,140.346,5.57,22.7,242.7,0,113.69391147692075,30.74141725568971,12.368439606767506,0.03678,2.485,0.1174092086022068,19.841,18.756,82.55699999999999,6.9765999999999995,0.0848,25.478,0.0569,9.6135,0.0554,19.05,0.79990000000000006,118.2,2.998,3.269,2.051,1.884,45.29,0.79990000000000006,2.241,5.475,111,0.79990000000000006,0.79990000000000006,0.888,0.79990000000000006,6.471,189.7,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,159.9,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.874,1.022,0.79990000000000006,0.79990000000000006,-3.201184247172376,-9.940191882658809
Mivumoni-Makutano,Sandstones,543692.78592900001,9510052.3407300003,2016-03-10T00:00:00Z,92.7,28.5,5.27,0.488,24.408,1.94,-2.3,217.7,0,8.153896071433772,5.017856852368984,1.6785377764990297,10,0.055,0.014526556914574251,2.3852,1.5548000000000002,8.2052,1.2336,3.7996000000000003,7.9163,0.0351,1.4932,0.052500000000000005,1.645,0.79990000000000006,44.2,0.79990000000000006,0.79990000000000006,1.17,0.79990000000000006,75.31,0.79990000000000006,1.443,0.869,844.5,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,2.735,31.68,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,108.9,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.743,1.497,0.79990000000000006,0.79990000000000006,-3.0369594683637047,-10.19570594024317
Mabokoni Msikitini,P,557159.08705900004,9523829.6594300009,2016-03-01T00:00:00Z,141,28.3,5.68,0.549,24.408,2.18,155.8,375.8,0,13.629101829779154,8.624166457565252,1.0841817576940678,0.03065,0.064,0.13157723014360984,0.6612,0.5351,25.494,0.9943000000000001,-0.0106,20.185,-0.0086,2.6966,-0.035699999999999996,0.79990000000000006,0.79990000000000006,100.6,2.857,2.217,0.97,3.857,2.521,0.79990000000000006,0.79990000000000006,1.769,18.98,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.815,8.737,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,61.59,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-3.084441361853178,-13.266579678012615
Muhaka I.C.P.E. Coastal Field St,Sandstones,558147.34,9522009.75,2016-03-02T00:00:00Z,462,29.8,7.08,0.953,140.346,4.59,36.6,256.6,0,18.50483587457191,5.3308555187407,5.262166552723442,0.162445,0.165,0.1286021640028764,48.224999999999994,5.2107,25.368,2.1305,-3.0000000000000003e-4,16.200000000000003,0.057800000000000004,1.6908,0.030500000000000003,3.439,0.79990000000000006,45.81,1.845,1.358,2.908,3.887,1.015,0.79990000000000006,0.79990000000000006,0.79990000000000006,12.64,0.79990000000000006,0.79990000000000006,1.186,0.79990000000000006,2.053,139.7,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,53.98,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.753993321485217,-11.765523547569423
Jabalini,Plc,551312,9500505,2016-03-13T00:00:00Z,10979,30,6.69,0.824,305.1,2.47,38.4,258.4,0.5,3180.026253083425,390.6499818841501,2.0818268181439787,0.009195,12.53,0.11667452386864902,244.60999999999999,168.15,1620,46.528,0.0067,2.7697,0.24209999999999998,122.75,-0.0194,26.55,0.79990000000000006,395.2,0.79990000000000006,0.79990000000000006,8.076,1.758,9.529,0.79990000000000006,3.252,32.13,209.8,0.79990000000000006,0.79990000000000006,6.692,7.302,15.44,1496,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,36.09,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.862,3.724,0.79990000000000006,1.171,-2.0541654031820253,-7.34494154196183
Ukunda hand dug well,Plc,562133,9524787,2016-03-06T00:00:00Z,1048,29.9,6.68,0.681,445.446,4.6,58.2,278.2,0,58.70624934759222,14.599093573962065,53.74405370345008,0.033714999999999995,0.49,0.1975985755043558,132.72,20.236,34.602,3.7186000000000003,0.0263,14.947,0.147,4.406,0.0513,7.211,0.79990000000000006,68.93,1.386,1.157,4.111,2.041,1.661,0.79990000000000006,1.381,2.324,21.03,0.79990000000000006,0.79990000000000006,1.212,0.79990000000000006,1.49,645.1,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,80.97,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,2.811,-2.9948570889186032,-12.768844571266035
Kona Ya Chief/Mwagutu,Pls-Plc,562234,9524999,2016-03-06T00:00:00Z,1086,30,6.81,3.306,384.426,3.77,54.8,274.8,0,43.32158991535082,15.41664664052999,48.177102171443394,0.01839,0.209,0.16851963126861283,122.22,20.707,44.681,3.5875000000000004,0.0359,15.835999999999999,0.0653,6.7378,-0.0066,9.062,0.79990000000000006,71.18,1.603,2.384,4.184,2.969,2.926,0.79990000000000006,3.793,1.939,43.44,0.79990000000000006,0.79990000000000006,1.067,0.79990000000000006,1.663,570.1,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,94.49,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.914,0.79990000000000006,0.79990000000000006,2.912,-2.9906281945184965,-12.87429518145507
